Gene,IR_039,IR_046,PD_016,IR_031,PD_021,IR_047,IR_002,PD_028,IR_050,IR_016,IR_019,PD_025,IR_027,PD_029,IR_020,HR_056,HR_063,PD_001,HR_048,PD_006,HR_064,HR_019,PD_013,HR_067,HR_033,HR_036,PD_010,HR_044,PD_014,HR_037
SNORA23,1877,2497,361,3623,916,3388,2282,266,2101,2889,2178,290,5052,0,3593,3256,1860,110,2411,0,2540,1608,331,1841,4095,2600,792,4292,0,4431
SNORA24,256,447,88,655,190,351,419,157,648,565,560,56,628,95,394,461,770,172,410,3,381,286,592,561,613,501,602,673,73,568
SNORA27,13,0,0,22,0,16,12,0,10,22,21,3,20,1,5,4,0,0,3,0,1,27,0,1,13,14,0,3,0,14
SNORA28,94,137,26,136,109,102,100,100,180,64,246,61,146,0,113,135,189,55,65,0,60,13,0,75,160,232,0,97,0,130
SNORA29,0,0,0,0,8,0,4,4,1,0,0,0,1,0,0,0,0,0,1,0,1,2,25,0,0,0,10,0,0,0
SNORA2A,19,46,0,23,37,0,43,19,62,25,25,0,42,0,28,28,217,0,46,0,66,15,75,0,28,91,0,178,0,0
SNORA2B,2,5,7,0,0,1,6,1,3,5,4,16,1,10,0,0,2,3,2,0,15,2,0,9,2,0,0,0,0,0
SNORA30,56,21,64,41,0,10,32,0,0,61,45,0,17,0,41,47,0,0,17,1,0,12,0,0,10,19,361,65,115,0
SNORA31,333,552,166,353,104,244,80,301,924,289,693,226,256,387,542,336,111,327,211,349,316,25,948,195,273,221,0,188,0,808
SNORA38,116,127,0,292,2,73,16,4,155,148,98,0,193,824,259,105,70,141,201,0,48,59,283,0,180,133,984,240,0,177
SNORA41,3,2,0,1,25,5,0,9,5,3,3,128,6,0,7,0,0,0,2,0,0,0,60,0,0,0,0,0,1,1
SNORA42,43,47,124,101,48,62,21,39,109,85,55,0,75,0,40,31,28,0,51,63,40,15,0,92,113,82,0,55,181,53
SNORA46,67,132,21,168,5,156,132,19,199,93,87,25,220,0,167,61,60,4,123,0,33,43,1,45,293,193,15,190,13,228
SNORA47,13,1,0,5,0,8,7,8,10,11,2,0,6,0,18,5,11,0,8,63,5,3,0,0,4,7,0,7,0,19
SNORA48,2,4,0,5,0,4,5,0,3,3,1,0,5,0,3,3,1,1,13,0,2,1,0,0,3,4,0,11,0,12
SNORA49,141,177,76,302,25,258,228,53,272,509,246,0,212,0,334,190,121,2,200,3,93,221,73,154,412,252,54,305,27,239
SNORA50,109,164,0,301,46,234,202,17,250,170,152,0,282,184,298,161,161,97,147,58,210,104,452,323,239,164,42,278,0,268
SNORA52,391,400,110,783,130,508,719,11,583,1163,511,225,964,0,737,540,450,89,713,0,231,458,310,181,1040,705,0,915,0,1321
SNORA53,400,622,669,620,1690,415,531,557,1125,538,489,240,594,818,567,336,222,151,409,97,470,308,993,152,855,748,274,346,65,469
SNORA55,51,14,0,44,28,34,0,59,61,22,41,0,17,347,13,75,0,0,69,92,74,0,0,0,48,0,0,121,0,0
SNORA56,6,11,0,8,0,4,0,6,12,0,17,0,4,0,9,8,0,0,1,12,0,0,25,0,12,0,0,0,0,7
SNORA57,34,60,7,96,4,63,53,3,85,81,74,1,129,9,70,80,42,38,78,17,39,55,1,202,85,101,9,161,0,115
SNORA58,0,0,0,26,0,0,0,0,10,0,7,104,0,0,0,6,0,0,0,0,0,0,0,0,0,2,386,0,0,0
SNORA5A,1219,1412,22,2251,107,1729,637,97,1255,1168,935,241,2385,534,1431,1145,1326,163,1302,448,904,632,537,1155,1438,1018,1168,2729,0,2918
SNORA5C,44,106,47,127,0,59,152,48,105,107,115,0,273,90,189,82,0,53,110,0,58,62,93,111,146,82,490,111,102,123
SNORA6,173,111,0,178,89,143,245,43,142,237,285,192,304,0,173,141,187,0,222,564,136,134,132,734,229,216,0,632,0,282
SNORA62,142,147,30,189,2,249,361,13,239,163,187,46,165,0,152,167,103,9,192,0,72,92,0,166,269,209,120,231,0,308
SNORA63,5379,6457,1140,5911,1802,5157,5541,2057,9599,6364,6839,571,6908,806,7733,6830,8271,1268,4565,520,5331,3611,5660,6455,5887,7879,454,7528,362,10552
SNORA64,256,271,235,318,70,372,91,30,312,278,434,0,242,153,277,171,211,83,194,0,108,93,212,0,581,337,0,168,0,299
SNORA65,158,174,0,285,103,124,148,226,252,149,100,239,217,0,137,84,282,219,162,0,93,124,209,0,104,140,0,198,0,314
SNORA67,586,610,12,1158,67,797,948,29,641,972,807,88,1102,27,754,786,528,60,518,0,617,381,76,281,908,596,98,1143,0,1140
SNORA68,477,552,91,824,160,662,100,53,658,1368,542,0,969,0,918,789,478,0,792,0,448,505,197,900,894,906,0,1415,0,1622
SNORA69,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0
SNORA70,572,414,303,569,0,577,346,84,511,653,547,99,680,5,507,604,394,170,449,5,347,265,656,316,449,651,0,458,229,863
SNORA70B,29,2,19,17,0,5,1,2,32,3,14,0,10,119,0,7,0,35,0,15,0,0,8,0,3,0,0,35,0,70
SNORA70C,0,0,1,0,55,0,12,63,5,0,0,197,1,0,3,0,0,101,0,0,0,21,507,0,0,0,0,0,320,29
SNORA70D,0,20,217,22,99,0,0,0,0,15,0,0,4,0,0,0,307,88,9,3,0,0,0,0,0,0,0,0,223,0
SNORA70E,48,20,0,0,0,0,145,99,21,13,32,0,11,0,6,12,0,280,7,0,0,15,0,0,4,0,370,90,0,35
SNORA70F,2,1,0,0,0,18,0,0,1,14,2,1,2,0,0,0,0,1,0,0,0,1,2,0,3,9,0,0,0,0
SNORA70G,1387,330,188,308,490,714,145,1547,515,588,749,5055,622,1724,599,584,114,2012,287,742,429,245,1168,749,490,473,0,333,0,1039
SNORA71A,412,525,88,1003,142,458,256,90,526,742,504,0,672,0,705,701,683,1,499,255,328,214,343,673,816,601,333,554,0,913
SNORA71B,377,313,171,435,87,336,213,161,451,247,432,0,418,461,320,242,140,0,329,0,210,213,201,186,518,530,539,502,0,873
SNORA71C,320,393,163,564,60,312,251,33,244,296,305,107,393,0,474,287,306,274,181,0,147,137,364,473,354,369,0,583,0,644
SNORA71D,1156,1438,282,2123,1233,1712,1767,184,1240,2534,1275,0,2324,0,3550,1292,1809,654,1288,6,805,770,2021,2090,1224,1615,0,2910,0,6063
SNORA74A,79,58,206,131,59,70,0,92,116,89,74,0,109,0,89,82,142,325,89,418,87,24,303,0,143,266,0,130,0,70
SNORA74B,317,284,261,358,42,301,197,82,213,664,132,0,384,0,223,214,197,55,247,0,33,348,110,116,410,241,0,210,0,324
SNORA75,10,6,25,4,14,2,14,14,12,10,9,44,11,0,4,14,4,0,13,0,3,8,25,10,22,7,0,4,0,1
SNORA77,7,18,2,0,0,2,0,8,21,28,16,0,4,0,5,1,0,3,13,0,0,0,0,18,4,8,0,1,0,2
SNORA79,4,3,73,15,0,6,0,103,13,4,1,0,3,228,16,4,0,21,0,0,1,17,92,0,6,3,0,0,138,0
SNORA80B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD15A,87,238,108,132,344,52,251,67,144,83,81,0,187,0,116,159,56,587,132,0,0,44,0,0,140,317,0,211,0,220
SNORD15B,1709,2333,65,3873,174,2161,2483,151,2501,2547,1483,112,4258,143,2659,3408,3007,446,2967,137,1895,1160,341,768,2622,2583,326,6790,78,6075
SNORD17,1224,1376,158,1448,747,1346,994,211,1065,3125,1279,37,1763,266,2393,862,1417,79,1450,2,769,1278,695,1073,1606,1376,165,2256,0,3183
SNORD94,319,333,30,509,51,419,210,67,602,196,205,0,633,4,389,435,387,115,468,0,194,244,281,428,400,331,1,560,0,847
SNPH,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
SNRK,127,219,451,199,41,223,302,198,293,214,472,96,106,0,544,112,90,68,119,0,210,21,0,51,264,123,217,128,0,207
SNRNP200,982,1153,1129,96,1194,593,1080,679,241,1184,543,1885,360,938,562,309,810,2,788,0,270,421,0,0,313,264,0,538,0,979
SNRNP25,49,7,52,7,0,203,84,29,28,162,14,155,34,0,72,69,0,62,63,0,0,46,0,0,40,4,0,0,0,0
SNRNP27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRNP35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
SNRNP40,62,49,90,86,73,91,0,14,14,84,27,0,16,0,19,42,0,108,88,0,96,43,0,0,44,49,172,0,0,0
SNRNP48,411,997,6508,1145,0,193,181,2,565,197,636,0,300,1717,1174,384,199,0,172,0,282,113,0,0,525,0,0,515,0,0
SNRNP70,1147,543,743,1487,518,259,656,126,578,923,614,430,826,2511,713,823,0,3001,678,722,111,388,949,0,128,462,0,0,0,138
SNRPA,731,162,650,417,465,92,98,0,277,390,149,0,440,0,141,482,0,417,602,0,0,479,870,0,438,149,0,358,0,0
SNRPA1,614,704,414,214,2830,1133,366,37,158,713,280,551,314,0,318,324,0,555,1069,9018,211,531,2091,878,519,607,0,909,3679,568
SNRPB,719,1073,1070,865,876,1482,1745,584,492,1242,553,1315,547,853,818,561,424,1022,1133,0,392,650,2192,117,646,303,0,1054,0,735
SNRPB2,98,142,0,29,74,108,0,24,24,271,32,156,59,0,106,64,81,10,91,130,22,84,86,16,81,139,0,121,0,0
SNRPC,409,413,279,141,414,616,272,1,152,319,214,924,263,1189,269,383,448,198,844,0,48,36,0,68,313,411,0,533,1,232
SNRPD1,80,69,817,112,77,29,87,29,15,170,55,0,65,969,67,51,0,0,216,0,0,142,51,126,38,65,0,59,0,0
SNRPD2,723,533,602,486,613,630,619,160,228,526,160,341,228,2788,447,491,125,988,835,446,423,300,909,88,339,436,0,698,488,1085
SNRPD3,875,1031,1253,240,676,1067,338,520,289,589,243,861,444,1450,477,444,694,1469,724,0,267,810,0,1709,416,408,0,456,0,877
SNRPE,20,15,122,15,600,27,59,71,62,35,23,11,16,483,34,33,90,159,46,0,42,29,725,0,28,97,243,0,0,49
SNRPF,151,86,102,36,180,51,16,122,29,87,53,0,69,0,20,117,0,249,400,0,56,105,175,0,75,84,0,130,0,46
SNRPG,177,230,378,60,487,79,48,460,102,97,120,0,71,0,127,352,0,512,166,1423,233,117,320,0,168,298,0,235,404,346
SNRPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNTA1,60,64,0,0,292,185,0,0,39,0,41,727,19,0,8,0,0,0,12,0,0,91,0,0,22,0,0,0,0,0
SNTB1,32,45,318,0,93,198,0,89,0,23,25,0,15,0,16,4,0,0,0,0,93,0,0,0,27,34,0,0,0,394
SNTB2,239,631,0,117,273,184,168,429,119,315,113,0,51,0,215,54,0,0,269,0,0,119,635,0,196,35,0,0,0,974
SNTG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNTG2,28,32,0,0,0,114,0,0,0,6,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
SNTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNUPN,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SNURF,49,78,276,19,104,145,0,87,54,0,30,456,7,0,44,46,0,0,86,0,0,50,497,483,0,62,0,0,0,0
SNW1,259,615,831,186,227,284,590,301,165,234,660,883,147,0,337,227,53,1,178,517,17,107,538,245,417,505,0,156,1568,0
SNX10,0,1,0,0,2,3,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
SNX11,557,623,224,452,467,677,524,374,235,346,404,0,106,0,697,141,0,496,147,0,0,416,913,0,377,96,0,0,0,373
SNX12,5,13,42,1,0,52,17,0,7,22,8,13,3,0,8,3,0,10,13,0,1,26,0,9,20,7,0,15,0,5
SNX13,11,27,95,11,28,20,7,58,39,36,39,112,26,0,35,11,0,0,6,11,3,22,0,5,28,3,0,9,0,0
SNX14,27,23,0,52,289,17,20,13,26,29,110,0,20,0,23,16,0,173,9,0,19,21,159,0,62,41,458,0,0,9
SNX15,20,304,79,28,134,160,0,57,23,77,40,0,31,0,24,61,0,347,162,0,0,166,774,0,0,0,0,103,0,178
SNX16,9,43,0,9,56,43,0,33,13,21,66,0,3,0,35,8,0,0,3,11,9,10,0,0,3,3,0,0,0,0
SNX17,842,227,284,303,0,285,278,73,430,595,301,268,328,2164,642,601,0,798,585,595,121,564,664,260,321,185,0,449,0,469
SNX18,140,252,522,170,92,513,495,203,181,193,501,0,114,0,197,70,0,74,109,146,84,137,0,0,190,17,0,484,0,0
SNX19,1,3,9,6,10,4,4,3,3,12,6,6,6,6,3,9,0,1,6,0,8,7,0,0,3,0,0,7,0,0
SNX2,15,1,22,3,17,18,0,3,10,22,19,0,3,72,9,6,2,5,3,0,8,10,0,0,12,13,0,8,0,0
SNX20,493,416,138,238,221,333,275,65,277,336,339,0,365,0,494,168,0,96,173,181,141,63,19,0,122,60,0,47,0,114
SNX21,254,834,0,366,920,1835,1483,311,170,549,34,4383,402,0,553,75,0,3,113,0,173,1353,1501,0,109,0,0,129,0,0
SNX22,32,23,0,132,0,63,0,0,0,0,15,0,4,0,0,0,0,0,90,0,0,32,0,0,5,0,0,0,0,0
SNX24,5,0,0,7,0,0,0,0,3,0,0,78,0,0,0,0,0,0,36,0,0,0,124,0,10,0,318,180,0,0
SNX25,99,327,0,16,814,332,0,128,90,263,112,872,14,0,281,0,536,938,52,1441,0,53,0,257,21,0,0,0,0,0
SNX27,174,220,524,186,199,154,211,166,112,593,271,0,129,418,237,94,71,139,77,0,133,119,0,96,303,91,0,23,0,303
SNX29,1508,2201,1175,630,1628,2293,339,1531,349,1521,564,2495,779,0,662,760,0,1321,1106,0,318,974,1356,0,1061,724,0,1772,0,1177
SNX3,91,107,236,213,72,288,111,77,40,351,93,183,55,35,154,58,14,97,82,41,68,89,136,0,223,113,158,130,0,81
SNX30,242,840,150,90,88,1033,112,173,133,371,153,191,243,1245,327,264,0,3667,398,476,232,452,0,0,345,41,0,0,475,0
SNX31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX32,2,3,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,0,0,3
SNX33,72,260,318,101,282,364,471,0,110,489,88,0,32,0,0,90,0,0,113,0,0,142,0,0,115,240,0,0,0,79
SNX4,201,42,208,186,0,317,40,20,63,354,59,160,47,0,61,149,0,78,182,466,157,0,248,0,75,119,0,54,0,167
SNX5,620,357,1886,636,671,515,1129,3,207,280,314,0,291,1108,240,509,0,627,421,0,219,527,0,0,306,389,0,249,0,1323
SNX6,10,7,23,5,17,9,178,7,11,21,20,23,6,0,13,5,5,5,10,0,1,6,37,0,39,4,0,5,0,4
SNX7,2,0,0,0,0,2,0,0,0,33,0,0,1,0,0,0,0,0,50,0,0,27,0,0,0,50,0,0,0,0
SNX8,1078,463,2546,477,432,733,1086,315,500,619,741,652,1182,2556,566,1116,459,3285,1134,0,533,369,764,112,428,227,1240,0,922,679
SNX9,68,93,30,52,13,160,79,13,19,150,26,32,24,20,26,28,7,5,49,3,48,34,19,30,46,13,21,44,5,33
SOAT1,3550,13151,10763,936,1367,7997,5975,5060,1106,5794,1095,7069,1158,2177,3360,1404,791,8422,1426,21005,987,4887,1553,2414,4046,2514,0,2158,933,1927
SOAT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOBP,44,20,0,0,0,361,76,82,0,804,0,0,26,0,47,25,0,0,0,0,0,63,323,0,54,0,0,0,0,0
SOCS2,25,0,0,0,0,0,0,0,25,0,10,0,301,0,0,0,0,0,110,0,0,0,0,0,0,130,0,89,0,0
SOCS3,1482,3549,469,4181,380,2475,1054,730,4266,979,3559,202,3186,184,2186,1034,1408,738,1614,228,442,1648,2488,242,1110,543,459,767,90,1427
SOCS4,16,8,0,3,0,10,16,0,1,19,13,0,3,0,3,5,0,0,21,13,12,0,0,0,11,1,0,0,0,0
SOCS5,3,0,0,0,0,0,0,0,0,6,6,29,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SOCS7,178,137,1,21,0,17,0,0,0,34,18,0,2,784,10,82,0,0,97,0,0,31,0,0,36,89,0,0,0,0
SOD1,1075,1529,0,189,1133,2127,1141,1030,156,993,355,1384,760,2566,461,962,224,795,1480,0,1003,670,1373,2231,346,2059,0,662,0,928
SOD2,117631,102668,21585,109994,82078,178891,30440,127373,104597,73192,135925,7842,100991,59702,211151,91246,71256,22144,25596,2613,73983,46974,47649,17313,104286,90503,11753,44844,2598,101215
SOD3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOHLH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLH,163,108,0,58,173,232,102,77,28,609,139,0,122,0,14,45,0,0,97,0,0,178,0,0,38,0,0,109,0,252
SON,836,656,329,508,849,723,325,302,358,936,960,334,497,1128,877,615,0,525,723,0,404,634,447,0,1004,393,624,286,339,227
SORBS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORBS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORBS3,90,0,402,0,0,227,0,0,126,95,23,0,147,0,41,345,0,1658,0,0,21,0,0,0,60,0,0,0,2,0
SORCS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORCS2,0,0,0,0,0,0,146,0,24,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORCS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORD,587,4304,2956,1476,627,11674,2983,1417,768,5491,327,7100,337,605,36,212,725,901,945,1088,728,1531,0,1023,2650,214,2680,2151,0,2084
SORL1,4501,8014,3953,6769,1544,3640,1104,12724,9192,3028,16943,2,2522,3255,7061,2460,1835,930,1087,5112,1351,919,10912,0,4693,2515,0,2900,0,2447
SORT1,1281,2922,311,1411,1956,6210,1017,6007,1059,1917,956,865,411,0,1568,398,753,404,529,606,296,3947,2917,0,1469,476,0,184,0,1402
SOS1,12,64,28,12,3,190,25,0,29,76,27,0,35,0,10,34,30,22,127,0,5,45,0,0,66,14,0,77,43,0
SOS2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SOST,0,2,0,10,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSTDC1,23,27,0,89,0,189,0,0,0,148,0,0,6,0,37,0,0,0,20,0,0,0,0,414,0,95,0,0,0,0
SOX1,4,29,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,304,0,0,0
SOX10,17,32,0,0,0,179,0,1,104,0,4,0,3,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX11,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0,0,0
SOX12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX13,8,3,0,0,0,500,0,0,0,0,2,0,29,0,876,0,5,0,67,0,63,192,0,18015,5,1808,0,0,13,0
SOX14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0,0,0
SOX15,10,0,0,0,0,0,0,0,41,0,9,0,0,0,0,0,0,0,117,0,0,0,0,0,0,40,0,0,0,0
SOX17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX18,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX2,0,0,11,2,0,29,0,5,3,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX21,16,187,0,0,613,0,0,127,0,0,10,0,7,0,110,16,0,0,66,8,55,333,0,0,23,0,0,0,0,0
SOX3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0
SOX30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX4,12,21,11,43,0,70,8,0,23,38,8,90,6,50,17,10,0,13,5,6,11,49,0,15,13,3,0,0,0,20
SOX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX7,122,279,618,101,272,863,0,643,52,277,46,287,53,0,130,48,0,115,104,0,49,309,0,0,56,0,534,46,0,47
SOX8,3,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
SOX9,152,252,304,118,243,311,19,108,44,253,17,442,35,85,43,155,0,69,74,0,84,479,137,147,69,26,826,0,0,210
SP1,1191,1314,186,572,377,1372,1052,1215,919,813,1959,993,670,505,835,508,807,676,362,0,266,477,1914,0,1327,411,0,0,251,1235
SP100,633,511,263,548,0,407,0,1672,606,196,825,0,337,0,556,609,138,538,299,0,470,47,0,0,391,204,0,244,0,851
SP110,468,62,113,76,261,0,0,274,182,124,279,0,61,0,201,53,0,0,36,0,0,0,0,0,72,0,0,0,0,0
SP140,18,8,0,16,0,3,26,0,8,0,5,0,2,0,10,5,0,2,0,0,0,21,0,0,13,0,0,0,0,0
SP140L,13,5,0,50,0,13,0,236,322,21,73,2229,87,623,18,16,9,0,8,0,506,18,127,0,211,10,0,64,0,15
SP2,386,509,296,349,643,1171,173,637,345,734,310,338,358,0,676,193,3091,83,310,0,0,95,0,0,158,244,0,281,0,903
SP3,107,45,66,44,110,110,138,72,37,71,140,48,62,434,83,24,96,0,64,0,0,26,0,0,69,48,0,35,0,0
SP4,13,17,0,0,12,27,0,17,7,0,42,0,7,0,2,3,74,0,21,0,0,0,218,0,33,55,0,0,0,0
SP5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPA17,1,0,0,0,120,0,0,0,0,0,11,0,2,0,7,16,0,0,0,0,39,0,0,0,24,104,0,0,0,0
SPACA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPACA3,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPACA4,77,28,0,0,0,67,0,223,13,129,8,0,0,0,45,0,0,0,86,0,0,71,0,0,73,0,0,0,0,521
SPACA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPACA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAG1,422,3752,179,442,1345,6817,1201,1162,87,2612,331,2623,458,2418,1726,248,1973,1632,903,3516,756,1191,965,1880,1210,305,0,1014,0,550
SPAG11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAG16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAG17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAG4,0,0,0,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,134
SPAG5,58,0,0,0,0,32,0,0,16,178,77,0,20,0,45,75,0,0,112,0,0,6,0,0,142,0,0,0,0,0
SPAG6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
SPAG7,287,370,137,319,225,197,551,0,294,445,153,1,238,235,210,162,348,5,208,0,59,245,353,0,238,160,0,202,10,207
SPAG8,10,0,17,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SPAG9,2126,2287,2290,2240,2052,3283,1630,2491,1918,4519,2282,3544,2067,486,4241,2095,766,1236,1130,1631,1413,2677,919,1229,2876,1009,4617,765,761,5442
SPAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPANXN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPANXN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPANXN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPANXN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPANXN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPARC,0,0,0,0,0,0,0,0,104,31,13,0,69,0,0,30,0,0,463,0,0,0,0,0,0,0,0,0,0,0
SPARCL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAST,1169,2185,0,91,307,2944,561,0,2532,505,4219,1,1323,0,1782,1404,0,342,162,0,23,2196,713,0,3258,2614,0,0,0,0
SPATA12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA13,1311,2450,190,2364,1182,1703,1,1360,2640,1456,3523,0,1827,785,4424,2293,257,869,386,0,89,628,540,0,2120,1146,1729,460,0,2360
SPATA16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA17,0,0,0,0,0,0,0,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA18,20,116,0,16,0,234,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,14,0,0,83,0,0
SPATA19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
